neighbourhood_group,neighbourhood,room_type,average_price,listings_count,average_minimum_nights,total_number_of_reviews,average_reviews_per_month
Manhattan,Upper West Side,Private room,103.47992351816444,523,4.592734225621415,16251,1.2947227533460803
Manhattan,Upper West Side,Shared room,74.73913043478261,23,1.6521739130434783,1229,1.6326086956521737
Manhattan,Washington Heights,Entire home/apt,136.3034188034188,234,6.05982905982906,4425,1.014957264957265
Manhattan,Washington Heights,Private room,63.62098501070664,467,3.7451820128479656,12359,1.325524625267666
Manhattan,Washington Heights,Shared room,55.4,20,1.3,377,1.009
Manhattan,West Village,Entire home/apt,262.22222222222223,522,6.093869731800766,11883,0.9142911877394636
Manhattan,West Village,Private room,179.75294117647059,85,3.8117647058823527,2905,1.139529411764706
Manhattan,West Village,Shared room,180.0,3,1.3333333333333333,97,0.6766666666666667
Queens,Arverne,Entire home/apt,201.02439024390245,41,1.7560975609756098,1290,1.7751219512195122
Queens,Arverne,Private room,88.8,25,1.48,963,1.7564000000000002
Queens,Astoria,Entire home/apt,136.64144736842104,304,5.095394736842105,8406,1.1844078947368422
Queens,Astoria,Private room,97.29015544041451,386,4.455958549222798,10531,1.3290673575129532
Queens,Astoria,Shared room,166.52631578947367,19,4.842105263157895,373,1.4836842105263157
Queens,Bay Terrace,Entire home/apt,186.5,2,3.0,231,2.17
Queens,Bay Terrace,Private room,94.5,2,3.0,12,0.165
Queens,Bay Terrace,Shared room,32.0,1,2.0,6,0.95
Queens,Bayside,Entire home/apt,380.25,12,2.75,401,2.1199999999999997
Queens,Bayside,Private room,50.473684210526315,19,3.8947368421052633,527,2.421578947368421
Queens,Bayswater,Entire home/apt,151.5,4,2.0,67,1.7625
Queens,Bayswater,Private room,58.42857142857143,7,5.571428571428571,124,2.0828571428571427
Queens,Belle Harbor,Entire home/apt,148.5,2,1.5,34,2.51
Queens,Belle Harbor,Private room,178.33333333333334,3,1.6666666666666667,40,1.0666666666666667
Queens,Bellerose,Private room,80.5,8,1.75,118,0.8275
Queens,Breezy Point,Private room,195.0,2,1.0,5,0.21999999999999997
Queens,Briarwood,Entire home/apt,149.2,15,2.1333333333333333,414,1.9786666666666666
Queens,Briarwood,Private room,79.10714285714286,28,1.8214285714285714,821,1.4928571428571427
Queens,Briarwood,Shared room,51.5,2,1.0,12,2.13
Queens,Cambria Heights,Entire home/apt,136.0,3,2.0,160,2.9499999999999997
Queens,Cambria Heights,Private room,71.3076923076923,13,2.230769230769231,325,1.8515384615384616
Queens,College Point,Entire home/apt,128.625,8,2.5,255,3.06625
Queens,College Point,Private room,52.285714285714285,7,3.0,184,1.592857142857143
Queens,Corona,Entire home/apt,120.75,12,2.8333333333333335,494,2.325833333333333
Queens,Corona,Private room,49.375,24,2.5416666666666665,1009,2.441666666666667
Queens,Corona,Shared room,31.52173913043478,23,1.3478260869565217,303,1.3860869565217393
Queens,Ditmars Steinway,Entire home/apt,122.67961165048544,103,4.087378640776699,3795,1.5988349514563107
Queens,Ditmars Steinway,Private room,71.56643356643356,143,3.202797202797203,4042,1.453986013986014
Queens,Ditmars Steinway,Shared room,61.0,2,1.0,15,0.185
Queens,Douglaston,Entire home/apt,134.0,3,3.0,79,1.7166666666666668
Queens,Douglaston,Private room,52.0,5,1.4,88,0.9039999999999999
Queens,East Elmhurst,Entire home/apt,133.0392156862745,51,1.607843137254902,2638,3.9288235294117646
Queens,East Elmhurst,Private room,60.02608695652174,115,1.4608695652173913,12231,5.335652173913044
Queens,East Elmhurst,Shared room,40.2,5,1.0,238,2.152
Queens,Edgemere,Entire home/apt,139.75,4,3.0,32,1.3775
Queens,Edgemere,Private room,49.5,4,15.5,81,1.2374999999999998
Queens,Elmhurst,Entire home/apt,135.16981132075472,53,4.716981132075472,1962,1.970943396226415
Queens,Elmhurst,Private room,60.582089552238806,134,5.58955223880597,3522,1.5414179104477612
Queens,Elmhurst,Shared room,38.0,7,1.1428571428571428,70,1.1257142857142857
Queens,Far Rockaway,Entire home/apt,122.28571428571429,7,2.7142857142857144,83,1.7785714285714285
Queens,Far Rockaway,Private room,49.266666666666666,15,5.533333333333333,291,1.1113333333333335
Queens,Flushing,Entire home/apt,147.67032967032966,91,6.197802197802198,3955,2.345164835164835
Queens,Flushing,Private room,62.833333333333336,264,1.9621212121212122,10845,2.2694318181818183
Queens,Flushing,Shared room,50.875,8,2.0,18,0.91375
Queens,Forest Hills,Entire home/apt,143.6595744680851,47,3.127659574468085,1461,1.4665957446808513
Queens,Forest Hills,Private room,85.1969696969697,66,3.696969696969697,1526,1.060151515151515
Queens,Forest Hills,Shared room,52.142857142857146,7,3.0,223,1.862857142857143
Queens,Fresh Meadows,Entire home/apt,143.0,14,1.5714285714285714,496,2.656428571428571
Queens,Fresh Meadows,Private room,61.375,16,1.1875,549,2.969375
Queens,Glendale,Entire home/apt,133.43478260869566,23,3.0869565217391304,568,2.1404347826086956
Queens,Glendale,Private room,48.82608695652174,23,4.521739130434782,891,2.135217391304348
Queens,Hollis,Entire home/apt,116.66666666666667,3,1.6666666666666667,64,2.3966666666666665
Queens,Hollis,Private room,59.57142857142857,7,2.5714285714285716,100,1.7957142857142858
Queens,Holliswood,Private room,159.0,2,3.0,15,0.41500000000000004
Queens,Howard Beach,Entire home/apt,152.22222222222223,9,5.333333333333333,239,2.3622222222222224
Queens,Howard Beach,Private room,56.333333333333336,6,1.0,33,3.268333333333333
Queens,Jackson Heights,Entire home/apt,124.28846153846153,52,2.8846153846153846,1918,2.0163461538461536
Queens,Jackson Heights,Private room,61.04040404040404,99,4.838383838383838,2989,1.7732323232323233
Queens,Jackson Heights,Shared room,38.22222222222222,9,4.444444444444445,154,1.4300000000000002
Queens,Jamaica,Entire home/apt,125.46376811594203,69,1.6231884057971016,3428,3.6166666666666667
Queens,Jamaica,Private room,65.47863247863248,117,1.6837606837606838,5799,2.7074358974358974
Queens,Jamaica,Shared room,37.833333333333336,6,1.0,683,6.373333333333334
Queens,Jamaica Estates,Entire home/apt,158.63636363636363,11,2.3636363636363638,557,2.969090909090909
Queens,Jamaica Estates,Private room,47.333333333333336,3,1.3333333333333333,39,2.3366666666666664
Queens,Jamaica Hills,Entire home/apt,236.66666666666666,3,1.6666666666666667,23,4.886666666666667
Queens,Jamaica Hills,Private room,61.75,4,1.25,46,2.1375
Queens,Kew Gardens,Entire home/apt,124.83333333333333,6,3.5,23,0.135
Queens,Kew Gardens,Private room,56.5,14,3.5,282,2.204285714285714
Queens,Kew Gardens,Shared room,41.0,3,1.3333333333333333,27,1.1500000000000001
Queens,Kew Gardens Hills,Entire home/apt,113.07142857142857,14,3.857142857142857,283,1.1685714285714286
Queens,Kew Gardens Hills,Private room,59.857142857142854,7,3.0,48,2.2671428571428573
Queens,Laurelton,Entire home/apt,134.25,8,1.625,138,2.74
Queens,Laurelton,Private room,59.625,8,1.625,390,2.20125
Queens,Little Neck,Private room,47.5,2,1.0,18,0.43000000000000005
Queens,Little Neck,Shared room,32.0,1,3.0,1,0.14
Queens,Long Island City,Entire home/apt,162.80769230769232,182,4.1923076923076925,4604,1.3937912087912088
Queens,Long Island City,Private room,78.5201793721973,223,4.237668161434978,7522,1.5791928251121077
Queens,Long Island City,Shared room,153.27272727272728,11,2.5454545454545454,130,0.911818181818182
Queens,Maspeth,Entire home/apt,123.05,40,3.575,1727,2.36675
Queens,Maspeth,Private room,54.925,40,5.875,758,1.6035
Queens,Maspeth,Shared room,40.0,1,1.0,5,2.68
Queens,Middle Village,Entire home/apt,131.3684210526316,19,6.052631578947368,727,1.795263157894737
Queens,Middle Village,Private room,61.333333333333336,9,1.7777777777777777,328,1.9477777777777778
Queens,Neponsit,Entire home/apt,274.6666666666667,3,2.0,46,1.5999999999999999
Queens,Ozone Park,Entire home/apt,108.25,28,3.142857142857143,918,1.8125
Queens,Ozone Park,Private room,55.72222222222222,18,1.8333333333333333,586,2.2894444444444444
Queens,Ozone Park,Shared room,45.0,1,1.0,8,0.11
Queens,Queens Village,Entire home/apt,93.63333333333334,30,1.8333333333333333,1787,4.348
Queens,Queens Village,Private room,54.8421052631579,19,1.4210526315789473,349,1.5836842105263158
Queens,Queens Village,Shared room,41.0,1,1.0,11,0.51
Queens,Rego Park,Entire home/apt,120.51428571428572,35,4.228571428571429,1162,1.6022857142857143
Queens,Rego Park,Private room,55.291666666666664,48,1.7708333333333333,1517,1.66875
Queens,Rego Park,Shared room,45.714285714285715,7,5.571428571428571,75,1.032857142857143
Queens,Richmond Hill,Entire home/apt,139.32142857142858,28,5.25,1187,2.2710714285714286
Queens,Richmond Hill,Private room,57.411764705882355,51,2.196078431372549,2027,2.803921568627451
Queens,Richmond Hill,Shared room,59.0,2,1.0,16,4.07
Queens,Ridgewood,Entire home/apt,127.35922330097087,103,4.961165048543689,3340,1.555631067961165
Queens,Ridgewood,Private room,57.25257731958763,194,5.402061855670103,4418,1.3884536082474228
Queens,Ridgewood,Shared room,32.57142857142857,7,30.285714285714285,20,0.1357142857142857
Queens,Rockaway Beach,Entire home/apt,149.41176470588235,34,3.6470588235294117,1120,1.9485294117647058
Queens,Rockaway Beach,Private room,82.3076923076923,13,3.3846153846153846,238,1.0507692307692307
Queens,Rosedale,Entire home/apt,118.0,16,3.375,463,2.50875
Queens,Rosedale,Private room,58.65714285714286,35,3.7714285714285714,1210,2.758857142857143
Queens,South Ozone Park,Entire home/apt,129.0,14,2.0,989,4.200714285714286
Queens,South Ozone Park,Private room,69.0,18,3.3333333333333335,948,3.3155555555555556
Queens,South Ozone Park,Shared room,30.666666666666668,6,4.666666666666667,10,0.3833333333333333
Queens,Springfield Gardens,Entire home/apt,127.83870967741936,31,2.6129032258064515,2238,4.370322580645161
Queens,Springfield Gardens,Private room,70.52083333333333,48,1.7291666666666667,3619,4.569166666666667
Queens,Springfield Gardens,Shared room,120.0,1,1.0,16,1.62
Queens,St. Albans,Entire home/apt,168.15384615384616,26,2.0384615384615383,844,2.6265384615384617
Queens,St. Albans,Private room,54.81395348837209,43,1.7906976744186047,1740,2.4486046511627904
Queens,Sunnyside,Entire home/apt,121.45370370370371,108,6.537037037037037,2834,1.3025925925925927
Queens,Sunnyside,Private room,64.94610778443113,167,5.826347305389222,4969,1.4665868263473054
Queens,Sunnyside,Shared room,40.63157894736842,19,2.263157894736842,267,1.4921052631578948
Queens,Whitestone,Entire home/apt,263.3333333333333,3,2.0,22,0.6866666666666666
Queens,Whitestone,Private room,46.6,5,1.0,227,4.9
Queens,Woodhaven,Entire home/apt,103.5,14,3.5,493,2.262857142857143
Queens,Woodhaven,Private room,53.535714285714285,56,2.607142857142857,2243,2.215357142857143
Queens,Woodhaven,Shared room,34.5,2,1.0,56,3.59
Queens,Woodside,Entire home/apt,148.2962962962963,54,2.8333333333333335,2649,2.574259259259259
Queens,Woodside,Private room,62.62608695652174,115,10.28695652173913,2378,1.2626086956521738
Queens,Woodside,Shared room,65.0,1,2.0,8,3.04
Staten Island,Arden Heights,Entire home/apt,76.0,3,12.0,24,1.1500000000000001
Staten Island,Arden Heights,Private room,41.0,1,2.0,7,0.71
Staten Island,Arrochar,Entire home/apt,189.7,10,2.0,169,1.3679999999999999
Staten Island,Arrochar,Private room,46.8,10,3.1,138,0.86
Staten Island,"Bay Terrace, Staten Island",Entire home/apt,102.5,2,16.5,3,0.45499999999999996
Staten Island,Bull's Head,Private room,48.0,3,1.0,92,2.4233333333333333
Staten Island,Castleton Corners,Entire home/apt,182.0,2,2.5,101,1.93
Staten Island,Clifton,Entire home/apt,91.25,8,1.75,643,2.9412499999999997
Staten Island,Clifton,Private room,49.666666666666664,3,1.6666666666666667,62,0.5733333333333334
Staten Island,Clifton,Shared room,112.5,2,2.0,3,0.16
Staten Island,Concord,Entire home/apt,142.5,4,3.25,56,1.7175
Staten Island,Concord,Private room,44.94736842105263,19,6.0,591,1.5084210526315789
Staten Island,Concord,Shared room,30.0,1,4.0,1,0.77
Staten Island,Dongan Hills,Entire home/apt,101.25,4,3.0,134,1.6675
Staten Island,Dongan Hills,Private room,50.333333333333336,3,1.0,24,2.6033333333333335
Staten Island,Eltingville,Entire home/apt,70.0,1,5.0,83,2.56
Staten Island,Eltingville,Private room,56.0,1,1.0,145,2.38
Staten Island,Emerson Hill,Entire home/apt,63.5,2,1.5,54,2.775
Staten Island,Emerson Hill,Private room,80.0,1,2.0,2,0.05
Staten Island,Graniteville,Entire home/apt,93.0,2,2.5,43,1.8399999999999999
Staten Island,Graniteville,Private room,20.0,1,3.0,80,0.92
Staten Island,Grant City,Entire home/apt,70.66666666666667,3,3.0,160,2.8966666666666665
Staten Island,Grant City,Private room,30.0,1,7.0,1,1.0
Staten Island,Great Kills,Entire home/apt,92.4,5,19.8,164,1.16
Staten Island,Great Kills,Private room,108.8,5,1.6,100,0.82
Staten Island,Grymes Hill,Entire home/apt,170.0,5,2.2,73,1.414
Staten Island,Grymes Hill,Private room,89.0,1,1.0,1,0.12
Staten Island,Howland Hook,Entire home/apt,100.0,2,3.5,41,0.57
Staten Island,Huguenot,Entire home/apt,118.33333333333333,3,1.6666666666666667,167,3.76
Staten Island,Lighthouse Hill,Entire home/apt,157.5,2,2.0,78,1.165
Staten Island,Mariners Harbor,Entire home/apt,120.0,3,2.6666666666666665,28,1.9133333333333333
Staten Island,Mariners Harbor,Private room,49.25,4,2.5,145,3.3575
Staten Island,Midland Beach,Entire home/apt,103.33333333333333,3,3.3333333333333335,30,1.1500000000000001
Staten Island,Midland Beach,Private room,80.0,1,1.0,7,0.22
Staten Island,New Brighton,Entire home/apt,249.0,1,2.0,8,2.58
Staten Island,New Brighton,Private room,65.0,4,9.25,193,2.375
Staten Island,New Dorp Beach,Private room,38.0,2,1.5,74,5.5
Staten Island,New Springville,Entire home/apt,81.66666666666667,3,1.6666666666666667,112,4.213333333333334
Staten Island,New Springville,Private room,56.666666666666664,3,1.3333333333333333,123,2.0733333333333337
Staten Island,Oakwood,Entire home/apt,115.0,2,1.5,3,0.53
Staten Island,Oakwood,Private room,58.666666666666664,3,1.0,6,0.8366666666666666
Staten Island,Port Richmond,Entire home/apt,250.0,1,30.0,1,0.02
Staten Island,Port Richmond,Private room,48.333333333333336,6,1.1666666666666667,152,1.7666666666666666
Staten Island,Prince's Bay,Entire home/apt,135.0,2,2.0,23,1.885
Staten Island,Randall Manor,Entire home/apt,107.375,8,2.0,234,2.09125
Staten Island,Randall Manor,Private room,51.5,8,3.5,99,0.6125
Staten Island,Randall Manor,Shared room,13.0,1,1.0,9,5.51
Staten Island,Richmondtown,Entire home/apt,78.0,1,3.0,79,2.56
Staten Island,Rosebank,Entire home/apt,132.6,5,2.4,126,4.192
Staten Island,Rosebank,Private room,60.0,2,1.5,89,2.865
Staten Island,Rossville,Entire home/apt,75.0,1,3.0,21,1.69
Staten Island,Shore Acres,Entire home/apt,105.0,3,3.6666666666666665,146,1.4433333333333334
Staten Island,Silver Lake,Entire home/apt,80.0,1,2.0,147,3.19
Staten Island,Silver Lake,Private room,60.0,1,3.0,90,5.49
Staten Island,South Beach,Entire home/apt,275.0,1,4.0,24,0.7
Staten Island,South Beach,Private room,69.83333333333333,6,1.8333333333333333,70,2.1933333333333334
Staten Island,South Beach,Shared room,20.0,1,4.0,1,0.06
Staten Island,St. George,Entire home/apt,124.4,20,2.85,1151,2.3825
Staten Island,St. George,Private room,72.86666666666666,15,2.066666666666667,836,1.564
Staten Island,Stapleton,Entire home/apt,132.375,8,5.25,515,3.3
Staten Island,Stapleton,Private room,61.125,16,1.25,521,1.783125
Staten Island,Todt Hill,Entire home/apt,208.66666666666666,3,6.333333333333333,10,0.5033333333333333
Staten Island,Todt Hill,Private room,50.0,1,2.0,6,2.02
Staten Island,Tompkinsville,Entire home/apt,111.46666666666667,15,2.8,753,2.3486666666666665
Staten Island,Tompkinsville,Private room,56.72,25,2.12,1647,2.1319999999999997
Staten Island,Tottenville,Entire home/apt,160.8,5,2.6,139,1.1460000000000001
Staten Island,West Brighton,Entire home/apt,92.25,4,1.75,304,1.815
Staten Island,West Brighton,Private room,57.583333333333336,12,6.666666666666667,352,1.32
Staten Island,Westerleigh,Entire home/apt,103.0,1,3.0,1,0.09
Staten Island,Westerleigh,Private room,40.0,1,2.0,17,0.92
Staten Island,Willowbrook,Entire home/apt,249.0,1,4.0,9,0.8
